server_name,year,count_preprints,count_unique_clusters,count_versioned,count_published,count_cross_server,count_single_version,count_not_published,count_not_cross_server
Organic Eprints,2019,900,900,13,0,0,887,900,900
Organic Eprints,2020,657,657,9,0,1,648,657,656
Organic Eprints,2021,366,366,7,0,2,359,366,364
Organic Eprints,2022,14,14,0,0,0,14,14,14
Organic Eprints,2023,27,27,0,0,0,27,27,27
Organic Eprints,2024,17,17,0,0,0,17,17,17
Organic Eprints,2025,4,4,0,0,0,4,4,4
Oroboros Instruments,2019,8,8,3,0,0,5,8,8
Oroboros Instruments,2020,1,1,0,0,0,1,1,1
Oroboros Instruments,2021,1,1,0,0,0,1,1,1
Oroboros Instruments,2022,18,18,5,0,0,13,18,18
Oroboros Instruments,2023,10,10,3,0,0,7,10,10
Oroboros Instruments,2024,9,9,3,0,0,6,9,9
Oroboros Instruments,2025,21,21,2,0,0,19,21,21
PREPRINTS.RU,2019,9,9,0,2,0,9,7,9
PREPRINTS.RU,2020,116,116,10,0,1,106,116,115
PREPRINTS.RU,2021,127,127,6,0,2,121,127,125
PREPRINTS.RU,2022,145,145,8,1,1,137,144,144
PREPRINTS.RU,2023,173,173,3,0,0,170,173,173
PREPRINTS.RU,2024,233,233,6,0,3,227,233,230
PREPRINTS.RU,2025,546,546,19,5,7,527,541,539
PaleorXiv,2017,1,1,0,0,0,1,1,1
PaleorXiv,2018,37,37,4,27,4,33,10,33
PaleorXiv,2019,37,37,2,8,1,35,29,36
PaleorXiv,2020,20,20,0,3,0,20,17,20
PaleorXiv,2021,36,36,1,0,0,35,36,36
PaleorXiv,2022,4,4,0,1,0,4,3,4
PaleorXiv,2023,8,8,0,1,0,8,7,8
PaleorXiv,2024,10,10,5,1,0,5,9,10
PaleorXiv,2025,13,13,4,2,0,9,11,13
PeerJ Preprints,2013,183,183,55,2,5,128,181,178
PeerJ Preprints,2014,583,583,131,2,8,452,581,575
PeerJ Preprints,2015,845,845,168,4,16,677,841,829
PeerJ Preprints,2016,1080,1080,202,4,13,878,1076,1067
PeerJ Preprints,2017,841,841,135,1,12,706,840,829
PeerJ Preprints,2018,1071,1071,178,11,22,893,1060,1049
PeerJ Preprints,2019,560,560,83,3,12,477,557,548
PhilSci-Archive,1990,2,2,0,0,0,2,2,2
PhilSci-Archive,1991,1,1,0,0,0,1,1,1
PhilSci-Archive,1994,2,2,0,0,0,2,2,2
PhilSci-Archive,1995,2,2,0,0,0,2,2,2
PhilSci-Archive,1996,4,4,0,0,0,4,4,4
PhilSci-Archive,1997,8,8,0,0,0,8,8,8
PhilSci-Archive,1998,9,9,0,0,0,9,9,9
PhilSci-Archive,1999,6,6,0,0,0,6,6,6
PhilSci-Archive,2000,22,22,3,0,3,19,22,19
PhilSci-Archive,2001,64,64,6,1,4,58,63,60
PhilSci-Archive,2002,76,76,2,2,2,74,74,74
PhilSci-Archive,2003,64,64,4,2,4,60,62,60
PhilSci-Archive,2004,57,57,1,0,1,56,57,56
PhilSci-Archive,2005,56,56,1,1,1,55,55,55
PhilSci-Archive,2006,82,82,6,1,6,76,81,76
PhilSci-Archive,2007,124,124,2,0,2,122,124,122
PhilSci-Archive,2008,100,100,3,0,1,97,100,99
PhilSci-Archive,2009,126,126,3,0,2,123,126,124
PhilSci-Archive,2010,97,97,8,1,7,89,96,90
PhilSci-Archive,2011,87,87,12,3,11,75,84,76
PhilSci-Archive,2012,98,98,16,2,16,82,96,82
PhilSci-Archive,2013,122,122,21,3,21,101,119,101
PhilSci-Archive,2014,150,150,16,0,15,134,150,135
PhilSci-Archive,2015,101,101,8,0,8,93,101,93
PhilSci-Archive,2016,139,139,11,2,8,128,137,131
PhilSci-Archive,2017,122,122,17,3,17,105,119,105
PhilSci-Archive,2018,160,160,21,3,21,139,157,139
PhilSci-Archive,2019,137,137,20,5,19,117,132,118
PhilSci-Archive,2020,171,171,28,9,27,143,162,144
PhilSci-Archive,2021,115,115,14,3,13,101,112,102
PhilSci-Archive,2022,10,10,2,1,2,8,9,8
PhilSci-Archive,2023,3,3,3,1,3,0,2,0
PhilSci-Archive,2024,1,1,1,0,1,0,1,0
PhilSci-Archive,2025,21,21,1,0,1,20,21,20
PoolText,2019,79,79,0,14,0,79,65,79
Preprints.org,2016,854,854,107,440,22,747,414,832
Preprints.org,2017,1878,1878,238,1151,64,1640,727,1814
Preprints.org,2018,5339,5339,630,3273,164,4709,2066,5175
Preprints.org,2019,3420,3420,446,1945,162,2974,1475,3258
Preprints.org,2020,6166,6166,843,3284,290,5323,2882,5876
Preprints.org,2021,7000,7000,800,4277,268,6200,2723,6732
Preprints.org,2022,5424,5424,647,3553,188,4777,1871,5236
Preprints.org,2023,19993,19993,1415,14266,356,18578,5727,19637
Preprints.org,2024,26102,26102,1774,17375,416,24328,8727,25686
Preprints.org,2025,28025,28025,1678,13916,388,26347,14109,27637
Prepublicaciones OpenCiencia,2020,4,4,1,0,0,3,4,4
Prepublicaciones OpenCiencia,2021,3,3,0,0,0,3,3,3
PropylaeumDok,2016,342,342,3,0,0,339,342,342
PropylaeumDok,2017,3335,3335,25,0,0,3310,3335,3335
PropylaeumDok,2018,416,416,1,0,0,415,416,416
PropylaeumDok,2019,375,375,7,0,0,368,375,375
PropylaeumDok,2020,370,370,3,0,0,367,370,370
PropylaeumDok,2021,209,209,1,0,0,208,209,209
PropylaeumDok,2022,371,371,9,0,0,362,371,371
PropylaeumDok,2023,292,292,4,0,0,288,292,292
PropylaeumDok,2024,599,599,2,0,0,597,599,599
PropylaeumDok,2025,355,355,1,0,0,354,355,355
PsyArXiv,2016,195,195,175,41,175,20,154,20
PsyArXiv,2017,411,411,302,130,298,109,281,113
PsyArXiv,2018,1584,1584,182,409,128,1402,1175,1456
PsyArXiv,2019,3555,3555,209,963,83,3346,2592,3472
PsyArXiv,2020,6288,6288,425,1399,175,5863,4889,6113
PsyArXiv,2021,6638,6638,456,1317,188,6182,5321,6450
PsyArXiv,2022,6238,6238,450,1137,159,5788,5101,6079
PsyArXiv,2023,6736,6736,753,1007,247,5983,5729,6489
PsyArXiv,2024,7053,7053,1704,732,193,5349,6321,6860
PsyArXiv,2025,8560,8560,2183,605,151,6377,7955,8409
Qeios,2018,35,35,2,0,0,33,35,35
Qeios,2019,940,940,15,0,0,925,940,940
Qeios,2020,102372,102372,162,1,3,102210,102371,102369
Qeios,2021,332,332,157,0,3,175,332,329
Qeios,2022,844,844,334,0,7,510,844,837
Qeios,2023,2315,2315,1036,11,63,1279,2304,2252
Qeios,2024,3171,3171,1371,4,45,1800,3167,3126
Qeios,2025,869,869,207,2,12,662,867,857
RePEc: Research Papers in Economics,1990,3375,3375,289,0,216,3086,3375,3159
RePEc: Research Papers in Economics,1991,3913,3913,207,0,153,3706,3913,3760
RePEc: Research Papers in Economics,1992,4168,4168,257,0,178,3911,4168,3990
RePEc: Research Papers in Economics,1993,4160,4160,249,1,192,3911,4159,3968
RePEc: Research Papers in Economics,1994,4191,4191,249,1,190,3942,4190,4001
RePEc: Research Papers in Economics,1995,5069,5069,384,3,320,4685,5066,4749
RePEc: Research Papers in Economics,1996,5358,5358,467,7,386,4891,5351,4972
RePEc: Research Papers in Economics,1997,5625,5625,649,15,568,4976,5610,5057
RePEc: Research Papers in Economics,1998,6420,6420,697,24,621,5723,6396,5799
RePEc: Research Papers in Economics,1999,7151,7151,889,38,811,6262,7113,6340
RePEc: Research Papers in Economics,2000,8052,8052,1123,41,1033,6929,8011,7019
RePEc: Research Papers in Economics,2001,8156,8156,1224,61,1128,6932,8095,7028
RePEc: Research Papers in Economics,2002,9253,9253,1529,52,1430,7724,9201,7823
RePEc: Research Papers in Economics,2003,11230,11230,1877,68,1719,9353,11162,9511
RePEc: Research Papers in Economics,2004,13202,13202,2031,70,1878,11171,13132,11324
RePEc: Research Papers in Economics,2005,15119,15119,2479,93,2255,12640,15026,12864
RePEc: Research Papers in Economics,2006,15746,15746,2769,118,2578,12977,15628,13168
RePEc: Research Papers in Economics,2007,15745,15745,2665,140,2457,13080,15605,13288
RePEc: Research Papers in Economics,2008,16738,16738,3062,107,2875,13676,16631,13863
RePEc: Research Papers in Economics,2009,17791,17791,2941,107,2768,14850,17684,15023
RePEc: Research Papers in Economics,2010,18805,18805,3083,139,2897,15722,18666,15908
RePEc: Research Papers in Economics,2011,19317,19317,3183,128,2989,16134,19189,16328
RePEc: Research Papers in Economics,2012,18981,18981,3300,176,3118,15681,18805,15863
RePEc: Research Papers in Economics,2013,19881,19881,3515,170,3276,16366,19711,16605
RePEc: Research Papers in Economics,2014,20451,20451,3410,177,3183,17041,20274,17268
RePEc: Research Papers in Economics,2015,20510,20510,3480,185,3286,17030,20325,17224
RePEc: Research Papers in Economics,2016,19256,19256,3401,226,3195,15855,19030,16061
RePEc: Research Papers in Economics,2017,14526,14526,2327,235,2195,12199,14291,12331
RePEc: Research Papers in Economics,2018,11937,11937,1757,242,1669,10180,11695,10268
RePEc: Research Papers in Economics,2019,10126,10126,1369,223,1300,8757,9903,8826
RePEc: Research Papers in Economics,2020,11041,11041,1730,259,1682,9311,10782,9359
RePEc: Research Papers in Economics,2021,6982,6982,1261,193,1242,5721,6789,5740
RePEc: Research Papers in Economics,2022,528,528,21,5,18,507,523,510
RePEc: Research Papers in Economics,2023,157,157,4,0,4,153,157,153
RePEc: Research Papers in Economics,2024,314,314,8,1,8,306,313,306
RePEc: Research Papers in Economics,2025,197,197,18,2,17,179,195,180
Research Square,2018,142,142,79,93,1,63,49,141
Research Square,2019,9775,9775,4919,5130,64,4856,4645,9711
Research Square,2020,45525,45525,13453,19375,562,32072,26150,44963
Research Square,2021,67778,67778,5399,18487,1376,62379,49291,66402
Research Square,2022,67941,67941,5562,16594,1115,62379,51347,66826
Research Square,2023,76426,76426,3530,30289,1210,72896,46137,75216
Research Square,2024,67963,67963,1972,24498,655,65991,43465,67308
Research Square,2025,55332,55332,925,9949,293,54407,45383,55039
ResearchGate,2014,25,25,3,2,2,22,23,23
ResearchGate,2015,122,122,14,6,14,108,116,108
ResearchGate,2016,116,116,8,1,6,108,115,110
ResearchGate,2017,729,729,108,35,98,621,694,631
ResearchGate,2018,12715,12715,1413,365,1261,11302,12350,11454
ResearchGate,2019,17530,17530,1832,411,1604,15698,17119,15926
ResearchGate,2020,22314,22314,2059,338,1714,20255,21976,20600
ResearchGate,2021,18518,18518,1529,349,1355,16989,18169,17163
ResearchGate,2022,13192,13192,1176,194,940,12016,12998,12252
ResearchGate,2023,18501,18501,1849,207,1346,16652,18294,17155
ResearchGate,2024,27934,27934,1797,262,1492,26137,27672,26442
ResearchGate,2025,38349,38349,1743,529,1553,36606,37820,36796
ResearchHub,2022,62,62,1,0,0,61,62,62
ResearchHub,2023,140,140,3,0,0,137,140,140
ResearchHub,2024,155,155,19,0,0,136,155,155
ResearchHub,2025,1015,1015,90,14,17,925,1001,998
SAE Mobilus®,2021,33,33,1,5,0,32,28,33
SAE Mobilus®,2022,42,42,1,8,1,41,34,41
SAE Mobilus®,2023,16,16,2,3,2,14,13,14
SAE Mobilus®,2024,13,13,0,2,0,13,11,13
SSRN,1961,1,1,0,0,0,1,1,1
SSRN,1967,1,1,1,0,0,0,1,1
SSRN,1969,1,1,0,0,0,1,1,1
SSRN,1971,2,2,0,0,0,2,2,2
SSRN,1972,1,1,0,0,0,1,1,1
SSRN,1976,2,2,2,0,0,0,2,2
SSRN,1978,2,2,0,0,0,2,2,2
SSRN,1981,2,2,0,0,0,2,2,2
SSRN,1982,1,1,0,0,0,1,1,1
SSRN,1983,2,2,0,0,0,2,2,2
SSRN,1984,2,2,0,0,0,2,2,2
SSRN,1987,4,4,0,0,0,4,4,4
SSRN,1988,1,1,0,0,0,1,1,1
SSRN,1990,4,4,1,0,1,3,4,3
SSRN,1991,11,11,3,0,1,8,11,10
SSRN,1992,9,9,3,0,1,6,9,8
SSRN,1993,9,9,1,0,1,8,9,8
SSRN,1994,7,7,1,0,0,6,7,7
SSRN,1995,25,25,2,0,1,23,25,24
SSRN,1996,165,165,22,0,16,143,165,149
SSRN,1997,585,585,56,0,48,529,585,537
SSRN,1998,1304,1304,145,1,96,1159,1303,1208
SSRN,1999,1637,1637,156,2,95,1481,1635,1542
SSRN,2000,3145,3145,310,2,182,2835,3143,2963
SSRN,2001,4570,4570,401,3,278,4169,4567,4292
SSRN,2002,4421,4421,450,1,315,3971,4420,4106
SSRN,2003,6372,6372,583,5,412,5789,6367,5960
SSRN,2004,6074,6074,754,5,500,5320,6069,5574
SSRN,2005,8042,8042,931,8,575,7111,8034,7467
SSRN,2006,9231,9231,1025,18,673,8206,9213,8558
SSRN,2007,11324,11324,1287,15,646,10037,11309,10678
SSRN,2008,15514,15514,2354,12,784,13160,15502,14730
SSRN,2009,17452,17452,1945,16,816,15507,17436,16636
SSRN,2010,19991,19991,2213,29,921,17778,19962,19070
SSRN,2011,22309,22309,2498,28,960,19811,22281,21349
SSRN,2012,24806,24806,2604,33,1009,22202,24773,23797
SSRN,2013,24766,24766,2336,48,1117,22430,24718,23649
SSRN,2014,23585,23585,2252,72,1155,21333,23513,22430
SSRN,2015,22928,22928,2159,50,1066,20769,22878,21862
SSRN,2016,23655,23655,2130,84,1209,21525,23571,22446
SSRN,2017,25418,25418,2059,103,1079,23359,25315,24339
SSRN,2018,27780,27780,2195,112,1078,25585,27668,26702
SSRN,2019,33926,33926,2454,248,1235,31472,33678,32691
SSRN,2020,41445,41445,3402,364,1577,38043,41081,39868
SSRN,2021,53699,53699,4212,469,1808,49487,53230,51891
SSRN,2022,116524,116524,8571,701,2030,107953,115823,114494
SSRN,2023,141660,141660,10463,926,2486,131197,140734,139174
SSRN,2024,193229,193229,19602,1650,6963,173627,191579,186266
SSRN,2025,237706,237706,22077,1905,9307,215629,235801,228399
SciELO Preprints,2020,509,509,8,16,6,501,493,503
SciELO Preprints,2021,512,512,7,0,1,505,512,511
SciELO Preprints,2022,620,620,3,1,1,617,619,619
SciELO Preprints,2023,682,682,2,1,1,680,681,681
SciELO Preprints,2024,764,764,9,1,5,755,763,759
SciELO Preprints,2025,996,996,16,32,4,980,964,992
ScienceOpen Preprints,2014,101,101,36,3,5,65,98,96
ScienceOpen Preprints,2015,135,135,6,0,3,129,135,132
ScienceOpen Preprints,2016,95,95,8,1,1,87,94,94
ScienceOpen Preprints,2017,194,194,60,0,0,134,194,194
ScienceOpen Preprints,2018,120,120,11,0,4,109,120,116
ScienceOpen Preprints,2019,182,182,16,3,7,166,179,175
ScienceOpen Preprints,2020,402,402,40,2,18,362,400,384
ScienceOpen Preprints,2021,447,447,46,4,26,401,443,421
ScienceOpen Preprints,2022,581,581,46,4,18,535,577,563
ScienceOpen Preprints,2023,562,562,73,8,43,489,554,519
ScienceOpen Preprints,2024,499,499,48,3,15,451,496,484
ScienceOpen Preprints,2025,460,460,41,4,21,419,456,439
Sciencepaper Online,2024,19,19,0,0,0,19,19,19
Sciencepaper Online,2025,78,78,0,0,0,78,78,78
SocArXiv,2016,467,467,429,53,428,38,414,39
SocArXiv,2017,533,533,432,165,427,101,368,106
SocArXiv,2018,722,722,117,257,94,605,465,628
SocArXiv,2019,1467,1467,207,555,183,1260,912,1284
SocArXiv,2020,2097,2097,301,623,264,1796,1474,1833
SocArXiv,2021,2570,2570,355,857,283,2215,1713,2287
SocArXiv,2022,2134,2134,326,672,244,1808,1462,1890
SocArXiv,2023,2120,2120,288,512,174,1832,1608,1946
SocArXiv,2024,2070,2070,368,349,66,1702,1721,2004
SocArXiv,2025,2740,2740,514,304,50,2226,2436,2690
Social Science Open Access Repository,1990,148,148,3,0,0,145,148,148
Social Science Open Access Repository,1991,195,195,2,0,0,193,195,195
Social Science Open Access Repository,1992,174,174,0,0,0,174,174,174
Social Science Open Access Repository,1993,235,235,1,0,0,234,235,235
Social Science Open Access Repository,1994,321,321,1,0,0,320,321,321
Social Science Open Access Repository,1995,538,538,6,0,1,532,538,537
Social Science Open Access Repository,1996,463,463,2,0,0,461,463,463
Social Science Open Access Repository,1997,496,496,3,0,1,493,496,495
Social Science Open Access Repository,1998,437,437,2,0,0,435,437,437
Social Science Open Access Repository,1999,474,474,2,0,0,472,474,474
Social Science Open Access Repository,2000,529,529,4,0,0,525,529,529
Social Science Open Access Repository,2001,528,528,3,0,0,525,528,528
Social Science Open Access Repository,2002,615,615,4,0,3,611,615,612
Social Science Open Access Repository,2003,673,673,20,0,14,653,673,659
Social Science Open Access Repository,2004,866,866,15,0,8,851,866,858
Social Science Open Access Repository,2005,993,993,18,0,9,975,993,984
Social Science Open Access Repository,2006,1352,1352,13,0,8,1339,1352,1344
Social Science Open Access Repository,2007,1071,1071,16,0,10,1055,1071,1061
Social Science Open Access Repository,2008,1572,1572,12,0,9,1560,1572,1563
Social Science Open Access Repository,2009,1125,1125,19,0,11,1106,1125,1114
Social Science Open Access Repository,2010,1143,1143,21,0,17,1122,1143,1126
Social Science Open Access Repository,2011,962,962,9,0,6,953,962,956
Social Science Open Access Repository,2012,1323,1323,7,0,5,1316,1323,1318
Social Science Open Access Repository,2013,1147,1147,16,0,11,1131,1147,1136
Social Science Open Access Repository,2014,1039,1039,18,0,4,1021,1039,1035
Social Science Open Access Repository,2015,1083,1083,13,2,8,1070,1081,1075
Social Science Open Access Repository,2016,1048,1048,12,1,8,1036,1047,1040
Social Science Open Access Repository,2017,1285,1285,18,3,11,1267,1282,1274
Social Science Open Access Repository,2018,1298,1298,13,1,8,1285,1297,1290
Social Science Open Access Repository,2019,1278,1278,16,1,8,1262,1277,1270
Social Science Open Access Repository,2020,1342,1342,26,4,16,1316,1338,1326
Social Science Open Access Repository,2021,731,731,8,0,5,723,731,726
Social Science Open Access Repository,2022,124,124,0,0,0,124,124,124
Social Science Open Access Repository,2023,62,62,3,1,2,59,61,60
Social Science Open Access Repository,2024,49,49,0,0,0,49,49,49
Social Science Open Access Repository,2025,198,198,0,0,0,198,198,198
SportRxiv,2017,5,5,0,0,0,5,5,5
SportRxiv,2018,30,30,3,12,3,27,18,27
SportRxiv,2019,94,94,0,17,0,94,77,94
SportRxiv,2020,124,124,10,32,5,114,92,119
SportRxiv,2021,111,111,2,12,0,109,99,111
SportRxiv,2022,118,118,2,0,2,116,118,116
SportRxiv,2023,97,97,1,0,0,96,97,97
SportRxiv,2024,109,109,1,0,1,108,109,108
SportRxiv,2025,136,136,3,0,2,133,136,134
TechRxiv,2019,80,80,72,15,18,8,65,62
TechRxiv,2020,967,967,947,229,121,20,738,846
TechRxiv,2021,1857,1857,1796,506,224,61,1351,1633
TechRxiv,2022,2404,2404,2307,731,159,97,1673,2245
TechRxiv,2023,3057,3057,2820,512,199,237,2545,2858
TechRxiv,2024,3189,3189,564,35,160,2625,3154,3029
TechRxiv,2025,5121,5121,509,19,126,4612,5102,4995
Therapoid,2017,2,2,0,0,0,2,2,2
Therapoid,2023,4,4,1,0,0,3,4,4
Thesis Commons,2017,16,16,1,0,1,15,16,15
Thesis Commons,2018,134,134,69,16,67,65,118,67
Thesis Commons,2019,301,301,20,8,12,281,293,289
Thesis Commons,2020,605,605,51,322,13,554,283,592
Thesis Commons,2021,491,491,30,273,10,461,218,481
Thesis Commons,2022,598,598,29,25,8,569,573,590
Thesis Commons,2023,314,314,17,7,8,297,307,306
Thesis Commons,2024,292,292,23,16,7,269,276,285
Thesis Commons,2025,244,244,30,29,7,214,215,237
UCL Open Environment,1997,20,20,0,0,0,20,20,20
UCL Open Environment,1998,18,18,1,0,0,17,18,18
UCL Open Environment,1999,20,20,6,0,0,14,20,20
UCL Open Environment,2000,28,28,2,0,0,26,28,28
UCL Open Environment,2001,29,29,0,0,0,29,29,29
UCL Open Environment,2002,27,27,0,0,0,27,27,27
UCL Open Environment,2003,49,49,2,0,0,47,49,49
UCL Open Environment,2004,49,49,0,0,0,49,49,49
UCL Open Environment,2005,41,41,1,0,0,40,41,41
UCL Open Environment,2006,48,48,2,0,0,46,48,48
UCL Open Environment,2007,61,61,1,0,0,60,61,61
UCL Open Environment,2008,79,79,0,0,0,79,79,79
UCL Open Environment,2009,70,70,2,0,0,68,70,70
UCL Open Environment,2010,63,63,1,0,0,62,63,63
UCL Open Environment,2011,81,81,3,0,0,78,81,81
UCL Open Environment,2012,94,94,4,0,0,90,94,94
UCL Open Environment,2013,89,89,0,0,0,89,89,89
UCL Open Environment,2014,106,106,4,0,0,102,106,106
UCL Open Environment,2015,128,128,3,0,0,125,128,128
UCL Open Environment,2016,131,131,4,0,1,127,131,130
UCL Open Environment,2017,171,171,1,0,0,170,171,171
UCL Open Environment,2018,211,211,7,2,2,204,209,209
UCL Open Environment,2019,184,184,9,0,0,175,184,184
UCL Open Environment,2020,267,267,17,1,1,250,266,266
UCL Open Environment,2021,252,252,19,1,2,233,251,250
UCL Open Environment,2022,218,218,27,1,1,191,217,217
UCL Open Environment,2023,216,216,14,0,0,202,216,216
UCL Open Environment,2024,175,175,10,0,0,165,175,175
UCL Open Environment,2025,238,238,4,0,0,234,238,238
UnisaRxiv,2020,1,1,1,0,1,0,1,0
UnisaRxiv,2021,24,24,1,0,1,23,24,23
UnisaRxiv,2022,21,21,1,0,1,20,21,20
UnisaRxiv,2023,11,11,0,0,0,11,11,11
UnisaRxiv,2024,39,39,1,0,1,38,39,38
UnisaRxiv,2025,24,24,0,0,0,24,24,24
VeriXiv,2024,31,31,17,3,10,14,28,21
VeriXiv,2025,395,395,41,36,19,354,359,376
Wellcome Open Research,2016,31,31,16,0,0,15,31,31
Wellcome Open Research,2017,118,118,62,0,0,56,118,118
Wellcome Open Research,2018,160,160,78,0,0,82,160,160
Wellcome Open Research,2019,190,190,108,0,0,82,190,190
Wellcome Open Research,2020,268,268,160,0,4,108,268,264
Wellcome Open Research,2021,327,327,158,0,1,169,327,326
Wellcome Open Research,2022,296,296,124,0,0,172,296,296
Wellcome Open Research,2023,577,577,118,0,0,459,577,577
Wellcome Open Research,2024,692,692,138,0,2,554,692,690
Wellcome Open Research,2025,619,619,52,0,0,567,619,619
Zenodo,2013,5,5,1,0,1,4,5,4
Zenodo,2014,76,76,9,4,8,67,72,68
Zenodo,2015,21,21,7,2,4,14,19,17
Zenodo,2016,62,62,13,8,9,49,54,53
Zenodo,2017,125,125,99,99,29,26,26,96
Zenodo,2018,294,294,274,289,30,20,5,264
Zenodo,2019,716,716,689,712,85,27,4,631
Zenodo,2020,1052,1052,1006,1048,124,46,4,928
Zenodo,2021,1492,1492,1429,1488,133,63,4,1359
Zenodo,2022,1742,1742,1634,1733,179,108,9,1563
Zenodo,2023,1872,1872,1759,1864,175,113,8,1697
Zenodo,2024,4251,4251,4011,4190,250,240,61,4001
Zenodo,2025,56310,56310,50157,54375,1041,6153,1935,55269
arXiv,2022,2120746,2120746,37794,1117435,5172,2082952,1003311,2115574
arXiv,2023,204032,204032,6062,56696,4575,197970,147336,199457
arXiv,2024,236989,236989,4348,50191,3001,232641,186798,233988
arXiv,2025,274020,274020,1910,30332,1224,272110,243688,272796
bioRxiv,2013,107,107,24,16,23,83,91,84
bioRxiv,2014,881,881,99,178,97,782,703,784
bioRxiv,2015,1758,1758,113,253,102,1645,1505,1656
bioRxiv,2016,4702,4702,297,398,280,4405,4304,4422
bioRxiv,2017,11312,11312,656,2851,643,10656,8461,10669
bioRxiv,2018,20706,20706,1051,14731,1022,19655,5975,19684
bioRxiv,2019,29032,29032,1515,19058,1474,27517,9974,27558
bioRxiv,2020,38483,38483,2506,2939,2463,35977,35544,36020
bioRxiv,2021,36601,36601,2758,15166,2711,33843,21435,33890
bioRxiv,2022,35380,35380,2679,18380,2657,32701,17000,32723
bioRxiv,2023,38791,38791,3070,17947,3038,35721,20844,35753
bioRxiv,2024,42724,42724,2489,15691,2469,40235,27033,40255
bioRxiv,2025,43539,43539,1187,3520,1170,42352,40019,42369
eLife,2012,46,46,3,0,0,43,46,46
eLife,2013,318,318,23,4,6,295,314,312
eLife,2014,630,630,43,8,15,587,622,615
eLife,2015,994,994,42,4,7,952,990,987
eLife,2016,1178,1178,39,5,7,1139,1173,1171
eLife,2017,1247,1247,45,3,4,1202,1244,1243
eLife,2018,1004,1004,22,4,8,982,1000,996
eLife,2019,1076,1076,25,5,8,1051,1071,1068
eLife,2020,1189,1189,22,5,9,1167,1184,1180
eLife,2021,954,954,28,5,14,926,949,940
eLife,2022,687,687,10,1,4,677,686,683
eLife,2023,503,503,9,0,0,494,503,503
eLife,2024,214,214,18,0,0,196,214,214
eLife,2025,211,211,69,0,0,142,211,211
engrXiv,2016,37,37,33,6,33,4,31,4
engrXiv,2017,90,90,51,9,51,39,81,39
engrXiv,2018,156,156,28,46,27,128,110,129
engrXiv,2019,427,427,37,116,32,390,311,395
engrXiv,2020,637,637,43,156,38,594,481,599
engrXiv,2021,607,607,49,112,41,558,495,566
engrXiv,2022,447,447,25,6,22,422,441,425
engrXiv,2023,449,449,31,4,27,418,445,422
engrXiv,2024,575,575,44,8,37,531,567,538
engrXiv,2025,1030,1030,39,4,34,991,1026,996
medRxiv,2019,899,899,41,710,38,858,189,861
medRxiv,2020,13683,13683,1019,9295,956,12664,4388,12727
medRxiv,2021,12447,12447,648,8796,617,11799,3651,11830
medRxiv,2022,10348,10348,487,5249,463,9861,5099,9885
medRxiv,2023,10853,10853,498,4234,478,10355,6619,10375
medRxiv,2024,12559,12559,467,3939,433,12092,8620,12126
medRxiv,2025,13372,13372,258,837,242,13114,12535,13130
prepare@u,2019,22,22,1,0,0,21,22,22
prepare@u,2020,27,27,0,0,0,27,27,27
prepare@u,2021,100,100,2,0,1,98,100,99
prepare@u,2022,27,27,0,0,0,27,27,27
prepare@u,2023,20,20,0,0,0,20,20,20
prepare@u,2024,27,27,0,0,0,27,27,27
prepare@u,2025,1,1,0,0,0,1,1,1
searchRxiv,2022,1,1,1,0,0,0,1,1
viXra,1991,1,1,0,0,0,1,1,1
viXra,1993,7,7,1,1,1,6,6,6
viXra,1994,2,2,1,0,0,1,2,2
viXra,1995,8,8,1,0,0,7,8,8
viXra,1996,12,12,3,2,3,9,10,9
viXra,1997,27,27,0,0,0,27,27,27
viXra,1998,8,8,2,2,2,6,6,6
viXra,1999,13,13,2,0,0,11,13,13
viXra,2000,37,37,5,0,3,32,37,34
viXra,2001,17,17,1,0,0,16,17,17
viXra,2002,7,7,0,0,0,7,7,7
viXra,2003,5,5,0,0,0,5,5,5
viXra,2004,28,28,5,3,5,23,25,23
viXra,2005,33,33,3,1,3,30,32,30
viXra,2006,57,57,6,3,5,51,54,52
viXra,2007,166,166,16,1,12,150,165,154
viXra,2008,90,90,5,2,5,85,88,85
viXra,2009,388,388,16,6,12,372,382,376
viXra,2010,683,683,60,9,52,623,674,631
viXra,2011,712,712,24,7,20,688,705,692
viXra,2012,1151,1151,45,8,34,1106,1143,1117
viXra,2013,1727,1727,71,25,50,1656,1702,1677
viXra,2014,2314,2314,86,27,68,2228,2287,2246
viXra,2015,2349,2349,71,21,52,2278,2328,2297
viXra,2016,2561,2561,78,16,55,2483,2545,2506
viXra,2017,2769,2769,91,14,76,2678,2755,2693
viXra,2018,3136,3136,230,13,208,2906,3123,2928
viXra,2019,3078,3078,207,28,195,2871,3050,2883
viXra,2020,2396,2396,191,11,181,2205,2385,2215
viXra,2021,1435,1435,111,10,107,1324,1425,1328
viXra,2022,9,9,2,1,2,7,8,7
viXra,2023,8,8,5,0,5,3,8,3
viXra,2024,16,16,11,0,11,5,16,5
viXra,2025,7,7,4,0,4,3,7,3
